V0	Vf	V_sent	D	dt	triple_id	sample_id
2.400000	2.240000	2.200000	469.420000	0.001000	231.000000	0.000000
2.600000	2.240000	2.200000	979.220000	0.002029	232.000000	0.000000
2.780000	2.240000	2.200000	1528.640000	0.003000	233.000000	0.000000
3.000000	2.240000	2.200000	2118.820000	0.004000	234.000000	0.000000
3.200000	2.240000	2.200000	2748.620000	0.004000	235.000000	0.000000
3.400000	2.240000	2.200000	3418.420000	0.005000	236.000000	0.000000
3.600000	2.240000	2.200000	4128.220000	0.006001	237.000000	0.000000
3.780000	2.240000	2.200000	4877.640000	0.006999	238.000000	0.000000
4.000000	2.240000	2.200000	5667.820000	0.007000	239.000000	0.000000
0.000000	2.360000	2.400000	2763.560000	0.009000	240.000000	0.000000
0.160000	2.360000	2.400000	2748.980000	0.007998	241.000000	0.000000
0.420000	2.360000	2.400000	2702.760000	0.008004	242.000000	0.000000
0.600000	2.360000	2.400000	2589.340000	0.008001	243.000000	0.000000
0.800000	2.360000	2.400000	2451.140000	0.007029	244.000000	0.000000
1.000000	2.360000	2.400000	2272.940000	0.006000	245.000000	0.000000
1.140000	2.360000	2.400000	2101.200000	0.005001	246.000000	0.000000
1.400000	2.360000	2.400000	1796.540000	0.003999	247.000000	0.000000
1.600000	2.360000	2.400000	1498.340000	0.002982	248.000000	0.000000
1.800000	2.360000	2.400000	1160.140000	0.001985	249.000000	0.000000
1.900000	2.360000	2.400000	937.640000	0.002001	250.000000	0.000000
2.200000	2.360000	2.400000	363.740000	0.001003	251.000000	0.000000
2.600000	2.440000	2.400000	509.420000	0.001000	252.000000	0.000000
2.780000	2.440000	2.400000	1058.840000	0.001014	253.000000	0.000000
3.000000	2.440000	2.400000	1649.020000	0.002999	254.000000	0.000000
3.200000	2.440000	2.400000	2278.820000	0.003032	255.000000	0.000000
3.400000	2.440000	2.400000	2948.620000	0.004003	256.000000	0.000000
3.600000	2.440000	2.400000	3658.420000	0.004980	257.000000	0.000000
3.780000	2.440000	2.400000	4407.840000	0.006023	258.000000	0.000000
4.000000	2.440000	2.400000	5198.020000	0.006979	259.000000	0.000000
0.000000	2.560000	2.600000	3253.760000	0.012014	260.000000	0.000000
0.160000	2.560000	2.600000	3239.180000	0.010972	261.000000	0.000000
0.420000	2.560000	2.600000	3192.960000	0.008999	262.000000	0.000000
0.600000	2.560000	2.600000	3079.540000	0.008999	263.000000	0.000000
0.800000	2.560000	2.600000	2941.340000	0.007000	264.000000	0.000000
1.000000	2.560000	2.600000	2763.140000	0.007019	265.000000	0.000000
1.140000	2.560000	2.600000	2591.400000	0.006011	266.000000	0.000000
1.400000	2.560000	2.600000	2286.740000	0.004999	267.000000	0.000000
1.600000	2.560000	2.600000	1988.540000	0.004985	268.000000	0.000000
1.800000	2.560000	2.600000	1650.340000	0.002993	269.000000	0.000000
1.900000	2.560000	2.600000	1427.840000	0.003000	270.000000	0.000000
2.200000	2.560000	2.600000	853.940000	0.001005	271.000000	0.000000
2.400000	2.560000	2.600000	395.740000	0.001018	272.000000	0.000000
2.780000	2.640000	2.600000	549.040000	0.001000	273.000000	0.000000
3.000000	2.640000	2.600000	1139.220000	0.001973	274.000000	0.000000
3.200000	2.640000	2.600000	1769.020000	0.003001	275.000000	0.000000
3.400000	2.640000	2.600000	2438.820000	0.003978	276.000000	0.000000
3.600000	2.640000	2.600000	3148.620000	0.005000	277.000000	0.000000
3.780000	2.640000	2.600000	3898.040000	0.005002	278.000000	0.000000
4.000000	2.640000	2.600000	4688.220000	0.007001	279.000000	0.000000
0.000000	2.760000	2.800000	3783.960000	0.012999	280.000000	0.000000
0.160000	2.760000	2.800000	3769.380000	0.011000	281.000000	0.000000
0.420000	2.760000	2.800000	3723.160000	0.011000	282.000000	0.000000
0.600000	2.760000	2.800000	3609.740000	0.009974	283.000000	0.000000
0.800000	2.760000	2.800000	3471.540000	0.009000	284.000000	0.000000
1.000000	2.760000	2.800000	3293.340000	0.008000	285.000000	0.000000
1.140000	2.760000	2.800000	3121.600000	0.008029	286.000000	0.000000
1.400000	2.760000	2.800000	2816.940000	0.006999	287.000000	0.000000
1.600000	2.760000	2.800000	2518.740000	0.005988	288.000000	0.000000
1.800000	2.760000	2.800000	2180.540000	0.005000	289.000000	0.000000
1.900000	2.760000	2.800000	1958.040000	0.003001	290.000000	0.000000
