V0	Vf	V_sent	D	dt	triple_id
-0.466732	-1.985004	-2.000000	281.136529	0.258668	152.000000
0.000161	-1.975473	-2.000000	247.949257	0.295004	153.000000
-6.959635	-1.514241	-1.500000	1796.791504	0.381669	154.000000
-6.468918	-1.503300	-1.500000	1564.396566	0.370334	155.000000
-5.971924	-1.525403	-1.500000	1359.346761	0.344999	156.000000
-5.491186	-1.511111	-1.500000	1164.629395	0.318334	157.000000
-4.977611	-1.502546	-1.500000	1044.976115	0.301359	158.000000
-4.492871	-1.516645	-1.500000	859.838460	0.414924	159.000000
-3.977948	-1.526208	-1.500000	766.105632	0.246329	160.000000
-3.479924	-1.528253	-1.500000	610.645447	0.211336	161.000000
-2.991988	-1.514133	-1.500000	495.881836	0.186669	162.000000
-2.479763	-1.506981	-1.500000	355.544403	0.173001	163.000000
-1.991580	-1.521036	-1.500000	276.283254	0.138996	164.000000
-0.970053	-1.478542	-1.500000	180.748528	0.158333	165.000000
-0.459868	-1.477736	-1.500000	168.257113	0.200663	166.000000
-0.000050	-1.468608	-1.500000	142.484457	0.240004	167.000000
-6.968575	-1.007595	-1.000000	1753.598145	0.412667	168.000000
-6.437577	-1.009188	-1.000000	1584.097412	0.395664	169.000000
-5.989063	-1.004277	-1.000000	1403.543783	0.372668	170.000000
-5.490928	-1.041745	-1.000000	1212.236410	0.339001	171.000000
-4.962070	-1.018141	-1.000000	1089.745077	0.324997	172.000000
-4.491348	-1.024215	-1.000000	921.866821	0.295336	173.000000
-3.974642	-1.013060	-1.000000	772.383830	0.276333	174.000000
-3.481689	-1.023633	-1.000000	630.357117	0.243659	175.000000
-2.992647	-1.003245	-1.000000	506.901714	0.225669	176.000000
-2.474232	-1.014547	-1.000000	377.768250	0.197003	177.000000
-1.983322	-1.015782	-1.000000	283.485514	0.166996	178.000000
-1.491913	-1.022763	-1.000000	189.401728	0.138997	179.000000
-0.483504	-0.977215	-1.000000	95.455591	0.147333	180.000000
0.002932	-0.980614	-1.000000	72.328882	0.199997	181.000000
-6.971677	-0.499149	-0.500000	1773.609701	0.454755	182.000000
-6.484073	-0.508451	-0.500000	1611.441162	0.430332	183.000000
-5.961585	-0.513637	-0.500000	1477.306397	0.401994	184.000000
-5.459084	-0.503880	-0.500000	1220.055094	0.383666	185.000000
-4.993254	-0.504254	-0.500000	1058.957031	0.355657	186.000000
-4.491084	-0.516159	-0.500000	905.497437	0.340002	187.000000
-3.992063	-0.531283	-0.500000	776.597087	0.305497	188.000000
-3.479529	-0.516893	-0.500000	633.521423	0.278003	189.000000
-2.978236	-0.517694	-0.500000	512.032166	0.257335	190.000000
-2.486450	-0.507121	-0.500000	404.246674	0.229999	191.000000
-1.971457	-0.524738	-0.500000	272.139333	0.192001	192.000000
-1.490294	-0.517778	-0.500000	195.630132	0.165993	193.000000
-0.969313	-0.528741	-0.500000	115.179370	0.134666	194.000000
-0.000304	-0.473620	-0.500000	20.224570	0.142505	195.000000
-6.983040	-0.023706	0.000000	1812.422852	0.476664	196.000000
-6.479918	-0.008414	0.000000	1580.236735	0.458998	197.000000
-5.993046	-0.009971	0.000000	1410.770671	0.434661	198.000000
-5.491621	-0.021140	0.000000	1210.682373	0.408818	199.000000
-4.953037	-0.027107	0.000000	1100.317668	0.383322	200.000000
-4.476723	-0.023473	0.000000	918.793294	0.364329	201.000000
-3.992262	-0.015316	0.000000	785.248901	0.330664	202.000000
-3.463521	-0.018627	0.000000	658.821126	0.306325	203.000000
-2.957073	-0.015681	0.000000	523.305379	0.286335	204.000000
-2.491661	-0.029247	0.000000	384.194194	0.257664	205.000000
-1.972798	-0.030853	0.000000	297.043590	0.229004	206.000000
-1.490345	-0.014554	0.000000	193.240494	0.201333	207.000000
-0.991441	-0.012527	0.000000	107.185265	0.171669	208.000000
-0.476552	-0.003711	0.000000	49.436448	0.147339	209.000000
0.470364	0.011290	0.000000	48.815057	0.143004	210.000000
0.971419	0.004289	0.000000	119.287743	0.171328	211.000000
1.481051	0.013796	0.000000	188.474706	0.198667	212.000000
1.990531	0.010399	0.000000	277.040700	0.229333	213.000000
2.490127	0.006752	0.000000	362.697757	0.253332	214.000000
2.981018	0.026837	0.000000	488.084534	0.274329	215.000000
3.461331	0.027486	0.000000	588.887695	0.296663	216.000000
3.970880	0.017494	0.000000	745.279012	0.326337	217.000000
4.465417	0.021084	0.000000	874.164918	0.350328	218.000000
4.992812	0.004785	0.000000	1065.146878	0.384654	219.000000
5.482618	0.007923	0.000000	1228.392741	0.406005	220.000000
5.988047	0.006489	0.000000	1381.176677	0.423663	221.000000
6.488796	0.007257	0.000000	1546.037273	0.449004	222.000000
6.943702	0.019344	0.000000	1720.498374	0.463340	223.000000
0.000011	0.468366	0.500000	20.565069	0.147672	224.000000
0.984678	0.520163	0.500000	122.145765	0.134660	225.000000
1.461555	0.536280	0.500000	203.731008	0.160336	226.000000
1.970424	0.537240	0.500000	297.118815	0.177000	227.000000
2.480250	0.527987	0.500000	392.776093	0.219994	228.000000
2.992137	0.517170	0.500000	517.965413	0.250508	229.000000
3.484889	0.516846	0.500000	604.218323	0.273331	230.000000
3.982882	0.528609	0.500000	748.796997	0.295762	231.000000
4.458091	0.500630	0.500000	868.759929	0.325933	232.000000
4.964570	0.513849	0.500000	1056.463501	0.350999	233.000000
5.473509	0.522669	0.500000	1225.621094	0.361708	234.000000
5.957589	0.518004	0.500000	1387.198975	0.391456	235.000000
6.465274	0.525838	0.500000	1572.569337	0.408663	236.000000
6.987672	0.510338	0.500000	1783.059573	0.435008	237.000000
-0.002379	0.979585	1.000000	69.068488	0.197331	238.000000
0.463262	0.980418	1.000000	103.114738	0.152665	239.000000
1.490473	1.020993	1.000000	182.491028	0.128667	240.000000
1.964023	1.023263	1.000000	266.196045	0.161999	241.000000
2.490455	1.009172	1.000000	389.469360	0.185980	242.000000
2.981885	1.010882	1.000000	487.370646	0.219334	243.000000
3.479561	1.028966	1.000000	607.472005	0.234053	244.000000
3.990939	1.013689	1.000000	1081.570476	0.262321	245.000000
